getirilmişti	O
.	O

a	O
)	O
anlatıyor	O
:	O
Resülullah	B-PER
(s.a.v)	O
ile	O
beraber	O
mescidde	O
idik	O
.	O

Bildiğimiz	O
fan	O
sistemi	O
değil	O
de	O
,	O
belirli	O
küçük	O
boruların	O
içerisinden	O
geçen	O
soğutucu	O
gazlar	O
etkisiyle	O
.	O

İnanmak	O
istemiyorum	O
.	O

Saldırganın	O
kimliğinin	O
net	O
olarak	O
ortaya	O
koyulduğuna	O
dikkat	O
çeken	O
Destici	B-PER
,	O
"	O
BBPʼli	B-ORG
ya	O
da	O
Alperen	B-ORG
Ocaklı	I-ORG
olması	O
söz	O
konusu	O
değil	O
.	O

ek	O
olarak	O
belirtmek	O
gerekirse	O
filipinlerde	B-GPE
bu	O
kadar	O
can	O
almasında	O
filipinlilerin	O
suçu	O
olabilir	O
,	O
tıpkı	O
bugün	O
burada	O
deprem	O
olduğunda	O
ölen	O
insanların	O
bizim	O
suçumuz	O
olacağı	O
gibi	O
.	O

Alkol	O
,	O
vücutta	O
su	O
kaybına	O
da	O
neden	O
olarak	O
zarar	O
vermektedir	O
.	O

Yakınan	O
,	O
sızlanan	O
ama	O
bir	O
şey	O
yapmaya	O
yanaşmayan	O
insanımız	O
.	O

Zimbabve	B-GPE
için	O
yeni	O
umut	O
Zimbabve	B-GPE
Devlet	O
Başkanı	O
Robert	B-PER
Mugabe	I-PER
,	O
eski	O
muhalif	O
lider	O
Morgan	B-PER
Tsvangiraiʼyi	I-PER
Başbakan	O
olarak	O
görevlendirdi	O
.	O

Hekimler	O
çocuk	O
felci	O
salgınına	O
karşı	O
uyardı	O
Sağlık	B-ORG
Bakanlığıʼnın	I-ORG
aşılama	O
kampanyasını	O
İstanbulʼda	B-GPE
6	O
ilçeyle	O
sınırlaması	O
tepkiye	O
neden	O
oldu	O
.	O

(	O
bkz	O
:	O
aşkımızın	O
adını	O
koyalım	O
)	O
100	O
yıl	O
önce	O
olsaydı	O
,	O
olurdu	O
bir	O
ispanyol	B-GPE
gribi	O
,	O
bir	O
ispanyol	B-GPE
kıyımı	O
.	O

Uçakta	O
6	O
mürettebat	O
ve	O
110	O
yolcu	O
bulunuyordu	O
.	O

CAN	O
ALICI	O
SORU	O
Sizce	O
Phoenix	B-ORG
Suns	I-ORG
play	O
-	O
offʼa	O
kalabilecek	O
mi	O
?	O
Yorumlarınızı	O
bekliyoruz	O
...	O
Teşekkürler	O
Teşekkürler	O
.	O

Araştırma	O
grubunun	O
yöneticisi	O
Jürgen	B-PER
Schmitz	I-PER
,	O
bu	O
nedenle	O
milyonlarca	O
yıllık	O
virüs	O
kalıntılarını	O
tespit	O
etmenin	O
mümkün	O
olduğunu	O
kaydediyor	O
.	O

Bazen	O
de	O
vücutta	O
kalsiyum	O
,	O
kan	O
şekeri	O
gibi	O
bazı	O
maddelerin	O
düşüklüğü	O
de	O
havale	O
sebebi	O
olabilir	O
.	O

Korkuyla	O
hastaneye	O
geldik	O
.	O

Hastalığın	O
artışında	O
Muta	O
nikahı	O
ise	O
ana	O
sebeplerden	O
biri	O
olarak	O
görülüyor	O
.	O

Halen	O
sıtmaya	O
karşı	O
etkin	O
bir	O
aşı	O
yok	O
.	O

Çiçek	O
aşısı	O
,	O
vaccinia	O
adı	O
verilen	O
ve	O
variola	O
dan	O
farklı	O
canlı	O
virüs	O
içeren	O
bir	O
aşıdır	O
.	O

Öte	O
yandan	O
,	O
tropikal	O
Sidr	O
kasırgasında	O
binlerce	O
evin	O
yıkıldığı	O
bildirildi	O
.	O

(	O
bkz	O
:	O
evlerimize	O
ateşler	O
salındı	O
)	O
hindistan	B-GPE
ve	O
afganistanʼda	B-GPE
şu	O
anki	O
rakamlarla	O
200	O
civarında	O
ölüme	O
neden	O
olmuştur	O
,	O
zaten	O
son	O
artçısı	O
bile	O
6	O
şiddetindeymiş	O
.	O

Dr	O
.	O

Öğrencilerin	O
tsunamizedeler	O
için	O
düzenledikleri	O
bu	O
yardım	O
kampanyası	O
diğer	O
öğrencilere	O
ve	O
velilere	O
de	O
örnek	O
olur	O
.	O

Önümüzdeki	O
dönemden	O
itibaren	O
hacı	O
adaylarına	O
çocuklar	O
için	O
olan	O
aşılardan	O
yapılacak	O
"	O
dedi	O
.	O

HIVʼle	O
mücadelede	O
büyük	O
başarı	O
2011	O
yılında	O
Missisippiʼde	B-GPE
yaşanan	O
vakanın	O
ardından	O
Los	B-GPE
Angelesʼta	I-GPE
da	O
HIV	O
taşıyıcısı	O
bir	O
bebeğin	O
iyileştirilmesi	O
virüsle	O
mücadelede	O
umutları	O
artırdı	O
.	O

Bedenin	O
tamamlayıcı	O
parçası	O
değil	O
,	O
“	O
fazlalık	O
”	O
gibi	O
görünüyor	O
.	O

Sırbistan	B-GPE
,	O
Bosna	B-GPE
Hersek	I-GPE
ve	O
Hırvatistanʼı	B-GPE
mayıs	O
ayında	O
vuran	O
sel	O
felaketinden	O
yaklaşık	O
2	O
milyon	O
kişi	O
etkilenmişti	O
.	O

Sağlık	O
ekipleri	O
köyde	O
ilaçlama	O
çalışmasını	O
başlattı	O
.	O

Devlet	O
Başkanı	O
Robert	B-PER
Mugabe	I-PER
yeni	O
Başbakan	O
Morgan	B-PER
Tsvangirai	I-PER
ile	O
birlikte	O
çalışma	O
sözü	O
verdi	O
.	O

hoşçakal	O
http://www.radikal.com.tr/haber.php?haberno=167190	O
2	O
ay	O
önce	O
hürriyette	O
böyle	O
bir	O
yazı	O
okumuştum	O
ankarada	B-GPE
kolera	O
var	O
diye	O
neyse	O
yazı	O
için	O
sağol	O
nakka	B-PER
arkadaşlar	O
çocukken	O
havale	O
geçirince	O
beyin	O
yapısı	O
kimyası	O
bozulurmu	O
,	O
yaş	O
ilerledikçe	O
saçma	O
sapan	O
haraketler	O
konuşmalar	O
,	O
saflıklar	O
vede	O
Alzheimer	B-PER
hastalığı	O
vs	O
bir	O
çok	O
şey	O
oluyormu	O
etrafımdaki	O
kişileri	O
inceledim	O
unutkanından	O
tutunca	O
konuşmayı	O
bile	O
beceremen	O
insanları	O
inceledim	O
beyni	O
bozuk	O
gibi	O
ve	O
küçükken	O
hepsi	O
havale	O
geçirmiş	O
ciddi	O
ciddi	O
şüphelenmeye	O
başladım	O
bu	O
kadar	O
kötümü	O
ya	O
Ben	O
2	O
kere	O
geçirdim	O
IQʼum	O
yüksek	O
.	O

WHOʼnun	B-ORG
sivrisineklerden	O
geçen	O
hastalığın	O
yayılmasını	O
önlemek	O
için	O
gelecek	O
hafta	O
Sudanʼa	B-GPE
1	O
,	O
7	O
milyon	O
doz	O
aşı	O
göndereceği	O
,	O
WHO	B-ORG
ve	O
BM	B-ORG
Çocuk	I-ORG
Fonuʼnun	I-ORG
(	O
UNICEF	B-ORG
)	O
toplu	O
aşı	O
kampanyasına	O
yardımcı	O
olacağı	O
kaydedildi	O
.	O

Ilık	O
ortamlarda	O
fazla	O
giysiler	O
çıkarılmalıdır	O
.	O

Eğer	O
şansın	O
yoksa	O
idiot	O
,	O
moron	O
falan	O
kalabilirsin	O
.	O

3	O
-	O
4	O
gün	O
kalacak	O
sıcak	O
hava	O
dalgası	O
,	O
sıcaklığı	O
30	O
-	O
35	O
dereceye	O
çıkaracak	O
.	O

çeyrekte	O
27	O
-	O
21ʼlik	O
skor	O
yaparken	O
;	O
Devreye	O
57	O
-	O
45	O
önde	O
girdi	O
.	O

Panik	O
oldum	O
sabah	O
sabah	O
Ablam	O
aradı	O
,	O
Sezin	B-PER
Su	O
Çiçeği	O
çıkarmış	O
,	O
akşam	O
doktora	O
gittik	O
demezmi	O
Cumartesi	O
günü	O
Egeʼye	B-PER
İngilizce	O
çalıştırmıştı	O
,	O
birkaç	O
saat	O
birlikteydiler	O
Ege	B-PER
henüz	O
çıkarmadı	O
Su	O
Çiçeğini	O
Şimdi	O
Sezoşumaʼmı	B-PER
üzüleyim	O
,	O
bu	O
yaşta	O
çıkardı	O
diye	O
,	O
Egeʼye	B-PER
bulaştıysa	O
ne	O
yapmalıyım	O
onamı	O
15	O
günmüş	O
kuluçka	O
süresi	O
,	O
yani	O
o	O
dönemde	O
birlikteydiler	O
Nasıl	O
anlarım	O
,	O
Kontrol	O
edeyimmi	O
vücudunu	O
,	O
hemen	O
bulaşırmı	O
,	O
ne	O
dersiniz	O
?	O
Panik	O
yapma	O
geçmiş	O
olsun	O
bu	O
arada	O
egenin	O
aşısı	O
varsa	O
hafif	O
çıkaracaktır	O
.	O

(	O
kimileri	O
savaş	O
yıllarında	O
geçici	O
bir	O
dönem	O
için	O
izin	O
verildi	O
sonradan	O
yasaklandı	O
diyor	O
.	O

Cihazlarla	O
20	O
kadar	O
'	O
yavaş	O
deprem	O
'	O
tespit	O
eden	O
ekip	O
,	O
bunlardan	O
bazılarının	O
birkaç	O
saatlik	O
bir	O
süreye	O
yayıldığını	O
,	O
bazısının	O
ise	O
bir	O
günü	O
aşkın	O
bir	O
süre	O
zarfında	O
meydana	O
geldiğini	O
bildirdi	O
.	O

"	O
dedi	O
.	O

sineklerin	O
yanında	O
insanların	O
arasında	O
da	O
kan	O
yoluyla	O
bulaşabilen	O
bu	O
hastalığa	O
adamın	O
yakalanmaması	O
büyük	O
bir	O
şanstır	O
.	O

Kişisel	O
sayfan	O
için	O
teşekkürler	O
,	O
emeğine	O
sağlık	O
Kişisel	O
sayfanın	O
devamını	O
dilerim	O
Kişisel	O
sayfan	O
için	O
teşekkürler	O
Paylaşımlarının	O
Devamını	O
Dilerim	O
.	O

Deprem	O
olacak	O
derseniz	O
,	O
altıncı	O
kattan	O
biri	O
atlayabilir	O
.	O

Deprem	O
Saroz	B-LOC
körfezinde	I-LOC
düşey	O
hareketlere	O
neden	O
olduğu	O
için	O
tsunami	O
oluştu	O
.	O

Amerika	B-ORG
Jeoloji	I-ORG
Dairesiʼnin	I-ORG
vermiş	O
olduğu	O
harita	O
beni	O
kaygılandırıyor	O
.	O

***	O
Neden	O
kasırgalara	O
kadın	O
adı	O
konuyor	O
acaba	O
?..	O
Erdal	B-PER
Atabek	I-PER
Cumhuriyet	O
/	O
05.09.2011	O
Anadolu	B-GPE
var	O
babadolu	O
yok	O
..	O
anayurt	O
var	O
babayurt	O
yok	O
..	O
anayol	O
var	O
baba	O
yol	O
yok	O
..	O
ana	O
fikir	O
var	O
baba	O
fikir	O
yok	O
..	O
ana	O
gibi	O
yar	O
var	O
..	O
baba	O
gibi	O
yar	O
yok	O
..	O
ana	O
sermaye	O
var	O
baba	O
sermaye	O
yok..vs..vs..:)	O
Varların	O
hepsi	O
DİŞİ	O
..	O
erkek	O
zaten	O
yok	O
bu	O
alemde	O
..	O
haha	O
Cok	O
basit	O
bir	O
soru	O
nedenmi	O
cunku	O
Kadinlarda	O
,	O
kasirgalar	O
gibi	O
kizdiklarinda	O
her	O
yeri	O
yikip	O
dokuyor	O
tas	O
tas	O
ustunde	O
birakmadiklarindan	O
,	O
kasirgalara	O
Kadin	O
ismi	O
verilmektedir	O
İş	O
için	O
güney	B-GPE
Afrikaʼya	I-GPE
gideceğim	O
ebola	O
virüsü	O
orda	O
da	O
varmı	O
ne	O
yapmam	O
gerekiyo	O
Selam	O
arkadaşlar	O
yaptığımız	O
işlerin	O
montajı	O
için	O
Güney	B-GPE
Afrikaʼya	I-GPE
gideceğiz	O
ama	O
son	O
olayları	O
duyduktan	O
sonra	O
korkarak	O
gidiyorum	O
açıkçası	O
Güney	B-GPE
Afrikaʼda	I-GPE
Cape	B-GPE
town	I-GPE
ve	O
johannesburg	B-GPE
ta	O
10	O
yada	O
15	O
günlük	O
işimiz	O
var	O
ne	O
yapmamız	O
lazım	O
otelde	O
kalacağız	O
ne	O
yiyip	O
içeceğiz	O
bu	O
hastalıktan	O
çok	O
korkuyoruz	O
Son	O
listede	O
yok	O
..	O
http://en.wikipedia.org/wiki/List_of_Ebola_outbreaks	O
Bugün	O
yürekleri	O
ağzına	O
gelmiş	O
ama	O
http://citizen.co.za/227449/ebola-sh...-richards-bay/	O
Hindistanʼa	B-GPE
gitmeden	O
önce	O
aşı	O
olayı	O
var	O
ama	O
.	O

Eşimin	O
sancılanmasıyla	O
hastaneye	O
gittim	O
ve	O
kendisini	O
telefonla	O
aradım	O
.	O

bütün	O
kış	O
hasta	O
olmamama	O
ragmen	O
gecen	O
hafta	O
kuzenim	O
sayesinde	O
bulasan	O
ve	O
benim	O
de	O
annem	O
,	O
anneannem	O
ve	O
berberime	O
bulastirdigim	O
mikroptur	O
.	O

BBCʼnin	B-ORG
Cakarta	B-GPE
muhabiri	O
Karishma	B-PER
Vaswani	I-PER
,	O
deprem	O
ve	O
tsunamiden	O
en	O
çok	O
etkilenen	O
yerleşim	O
alanlarına	O
kurtarma	O
ekiplerinin	O
ulaşamadığını	O
ve	O
bu	O
bölgelerdeki	O
felaket	O
boyutlarının	O
henüz	O
bilinmediğini	O
bildiriyor	O
.	O

Biraz	O
sonra	O
kül	O
yağmuru	O
başladı	O
.	O

Çünkü	O
ABDʼde	B-GPE
devlet	O
sadece	O
kasırganın	O
geleceğini	O
açıklıyor	O
;	O
isteyen	O
önlemini	O
alır	O
,	O
isteyen	O
almaz	O
.	O

Dr	O
.	O

Mutlaka	O
yapılması	O
gerekiyor	O
.	O

Böylece	O
,	O
“	O
dişi	O
”	O
yanı	O
“	O
kişi	O
”	O
yanına	O
galip	O
getiriliyor	O
.	O

Maçın	O
son	O
anları	O
dengede	O
geçerken	O
son	O
2	O
dakika	O
da	O
Magic	B-ORG
tekrar	O
farkı	O
açtı	O
ve	O
maçı	O
aldı	O
.	O

Umarim	O
insanlarimiz	O
10	O
-	O
15	O
dakikalik	O
bir	O
zevk	O
ugrana	O
hem	O
kendi	O
hayatlarini	O
hemde	O
sevdikleri	O
,	O
beraber	O
olduklari	O
hatta	O
evli	O
oldujlari	O
insanlarin	O
hayatlarinida	O
karartmazlar	O
.	O

Kraliçe	O
Beatrixʼin	B-PER
oğlu	O
olan	O
Friso	B-PER
,	O
kraliyet	O
ailesinin	O
bazı	O
üyeleriyle	O
Avusturya	B-GPE
Alpleriʼnde	B-LOC
tatildeydi	O
.	O

Bu	O
sistem	O
bir	O
istasyon	O
demek	O
.	O

Yedi	O
binden	O
fazla	O
adadan	O
oluşan	O
Filipinlerʼde	B-GPE
yetkiler	O
tayfun	O
öncesinde	O
yüzlerce	O
kişiyi	O
okullara	O
,	O
kiliselere	O
ve	O
resmi	O
binalarına	O
taşımıştı	O
.	O

Şİmdi	O
geçti	O
.	O

Titanicʼin	O
ikinci	O
durağı	O
Fransa	B-GPE
oldu	O
.	O

Yoğun	O
bakıma	O
bir	O
çocuk	O
yatmıştı	O
.	O

Münsterʼden	B-GPE
bilim	O
insanlarına	O
göre	O
,	O
dünya	O
genelinde	O
en	O
çok	O
rastlanan	O
virüs	O
enfeksiyonlarından	O
biri	O
olan	O
Hepatit	O
B	O
,	O
82	O
milyon	O
yıl	O
öncesinde	O
de	O
vardı	O
.	O

dozunu	O
normal	O
yaptırıyoruz	O
,	O
değil	O
mi	O
?	O
Bağışıklığının	O
düşük	O
olacak	O
olmasına	O
da	O
üzüldüm	O
.	O

Afrika	B-LOC
kıtasının	I-LOC
en	O
yaşlı	O
devlet	O
başkanı	O
olan	O
Mugabe	B-PER
,	O
Tsvangiraiʼnin	B-PER
yemin	O
töreninden	O
sonraki	O
konuşmasında	O
,	O
''	O
Ülkemizin	O
,	O
Zimbabveʼnin	B-GPE
hizmetinde	O
sıcak	O
dostluk	O
ve	O
işbirliği	O
elini	O
sıkıyorum	O
.	O

cüzdaın	O
yanındaysa	O
götürebilirsin	O
ben	O
alalı	O
1yıl	O
oldu	O
teşekkürler	O
murat	B-PER
dörtkulak	I-PER
...	O
bugün	O
niyetliyim	O
aşı	O
orucu	O
bozar	O
..	O
şirkette	O
acil	O
bekliyor	O
bakalım	O
ne	O
olacak	O
buğün	O
ölecekmiş	O
gibi	O
ahiret	O
için	O
hiç	O
ölmeyecekmiş	O
gibi	O
dünya	O
için	O
çalış	O
buyurmuşlar	O
kararsenin	O
aşçıbaşım	O
Kanka	O
bak	O
Tuzla	B-ORG
liman	I-ORG
başkanlığının	I-ORG
oradaki	O
sağlık	B-ORG
hudut	I-ORG
binasında	O
ÜCRETSİZ	O
yapılıyor	O
haberin	O
olsun	O
boşuna	O
30	O
YTL	O
verme	O
oaraya	O
kuş	O
uçmaz	O
kervan	O
geçmez	O
allahın	O
es	O
geçtiği	O
yer	O
araban	O
yoksa	O
otostopla	O
gider	O
otostopla	O
dönersin	O
tuzlada	B-GPE
sadıkoğlu	B-LOC
tershanesinin	I-LOC
karşısı	O
ama	O
araba	O
yoksa	O
gitmek	O
çok	O
zor	O
bu	O
aşıya	O
karaköyde	B-LOC
yaptırısak	O
paramı	O
veriyoruz	O
ana	O
bende	O
yaptırıcam	O
gitti	O
30	O
lira	O
daha	O
......	O
buneya	O
öksürsen	O
para	O
istiyorlar	O
...	O
karaköyde	B-LOC
1	O
gün	O
evvelden	O
arayıp	O
sıra	O
alıp	O
aşı	O
olunuyor	O
bedavaya	O
....	O
karaköy	B-LOC
İDO	B-ORG
iskelesinin	O
kadıköy	B-LOC
vapurunun	O
kalktığı	O
yer	O
hemen	O
arkası	O
ufak	O
bi	O
bina	O
sahil	B-ORG
hudut	I-ORG
sağlık	I-ORG
merkezlerinde	O
gemi	O
adamı	O
cüzdanı	O
olanlara	O
ücretsiz	O
yapıyolar	O
Hani	O
kolera	O
yoktu	O
?	O
TTBʼden	B-ORG
sonra	O
Belçika	B-GPE
da	O
uyardı	O
:	O
Türkiyeʼden	B-GPE
dönen	O
iki	O
kişide	O
kolera	O
görüldü	O
NKara	B-GPE
-	O
Kuş	O
gribiyle	O
sarsılan	O
Türkiyeʼye	B-GPE
Avrupaʼdan	B-LOC
ikinci	O
kötü	O
haber	O
de	O
,	O
yaz	O
boyunca	O
Ankaraʼda	B-GPE
konuşulan	O
,	O
ancak	O
Sağlık	B-ORG
Bakanlığıʼnca	I-ORG
resmi	O
olarak	O
doğrulanmayan	O
kolera	O
hakkında	O
geldi	O
.	O

Bir	O
anda	O
çıplak	O
olarak	O
yakalandığını	O
hissettiği	O
o	O
nadir	O
şaşkınlık	O
anlarında	O
gözlerini	O
kurnazca	O
kapatıveriyor	O
.	O

salgının	O
sebebi	O
çarpık	O
kentleşmenin	O
bir	O
sonucu	O
olmasına	O
karşın	O
devrin	O
başbakanı	O
takdir	O
i	O
ilahi	O
olarak	O
yorumlamış	O
salgın	O
geçtikten	O
sonra	O
da	O
sağmalcıların	B-LOC
kötü	O
şöhretini	O
silmek	O
için	O
adı	O
bayrampaşa	B-LOC
olarak	O
değiştirilmişti	O
.	O

siyahların	O
hakları	O
için	O
mücadele	O
eden	O
Mandelaʼları	B-PER
var	O
..	O
ülkemizden	O
çok	O
çok	O
ileri	O
..	O
bu	O
bilgiler	O
orada	O
18	O
yıl	O
yaşamış	O
-	O
çalışmış	O
birinden..kendisi"klima-iklimlendirici"teknisyenliği	O
yaptı	O
..	O
dil	O
ingilizce	O
..	O
arkadaş	O
ileri	O
derece	O
ingilizce	O
biliyor	O
..	O
not	O
:	O
dönüş	O
yaptığına	O
çok	O
pişman	O
....	O
Capetown	B-GPE
ve	O
Johannesburg	B-GPE
bizim	O
İzmir	B-GPE
ve	O
İstanbulʼdan	B-GPE
bir	O
farkı	O
olmayan	O
yerler	O
...	O
endişeniz	O
olmasın	O
...	O
zaten	O
gidince	O
göreceksiniz	O
...	O
Bunlar	O
büyük	O
ve	O
Modern	O
şehirler	O
...	O
Tedbirli	O
olmak	O
için	O
Otelin	O
dışında	O
yerlerde	O
yemek	O
yemeyin	O
....	O
ama	O
örneğin	O
Cape	B-GPE
Townʼda	I-GPE
"	O
Waterfront	B-LOC
"	O
diye	O
bilinen	O
yerde	O
Balık	O
Lokantaları	O
çok	O
güzel	O
.....	O
oralara	O
kadar	O
gitmişken	O
güzel	O
yerlerinide	O
görmeden	O
gelmeyin	O
...	O
Şu	O
anda	O
orası	O
Kış	O
ve	O
havalar	O
serindir	O
....	O
yanınıza	O
soğuğa	O
karşı	O
giysiler	O
almayı	O
unutmayın	O
...	O
mesela	O
şimdi	O
baktım	O
,	O
Cape	B-GPE
Town	I-GPE
14	O
derece	O
...	O
beyazların	O
hakim	O
olduğu	O
bir	O
ülke	O
.	O

Adam	O
talebini	O
tekrar	O
etti	O
.	O

Yazılımın	O
da	O
düzgün	O
çalışmasının	O
gerektiğini	O
düşünen	O
Alakarhu	B-PER
,	O
bu	O
şekilde	O
harika	O
bir	O
çözümün	O
meydana	O
getirilebileceğine	O
inanıyor	O
.	O

bir	O
nesil	O
yok	O
oldu	O
o	O
bölgede	O
.	O

Bu	O
ara	O
nedense	O
uçak	O
kazaları	O
arttı	O
.	O

Kişisel	O
sayfanız	O
için	O
teşekkür	O
ederim	O
Kişisel	O
sayfan	O
için	O
teşekkürler	O
Sayfan	O
için	O
teşekkürler	O
.	O

Bugünkü	O
saldırışı	O
şiddetle	O
lanetliyorum	O
ve	O
kınıyorum	O
